Feature ID	Taxon	Confidence
03ec2d477f63b618663cc72b5667129f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae	0.8436624642317733
040940ffd60939eb9a0f77f999780c90	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae	0.8055443290141991
040b1ab5b026b8b7c77744cb29c6ca7b	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 7;D_6__Prevotella melaninogenica;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.969011333543002
041ce9f3c29a4c19eb21ad8e64b10197	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Mycobacteriaceae;D_5__Mycobacterium;D_6__Mycobacterium fragae;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.7549018193447694
042356a8febc16a9c600aa12953a2cb5	D_0__Bacteria	0.9995971261707375
0423cc051d197ec30b607eaf16ab1d42	D_0__Bacteria	0.9998672254131616
042a34008cf5c124003540e4a0af5bfa	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.9960079787267843
043f442881b334575302de070082a429	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae;D_5__ADurb.Bin063-1	0.9994356479672424
044fa4294c161436547495ca164a8cea	D_0__Bacteria	0.9998660185356693
045933ae231365012a7a4e2692ad9e74	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.950479797677244
045d523663988c3a83295b90dbf5eead	D_0__Bacteria;D_1__Proteobacteria	0.8077620719056284
0468e1b85683e28e8b801226bd2afaf8	D_0__Bacteria;D_1__Proteobacteria	0.9427215025502123
046b64ee9b5bd646cc01f7a2fb693de2	D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Kryptoniales;D_4__BSV26;D_5__denitrifying bacterium enrichment culture clone NOA_1_E9;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9220500328645875
04777c2dde09647cd6bd36ccd200b856	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.9606128449533363
047f16f3b08dae386d4ec5a89981693b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Rhodanobacteraceae;D_5__Rhodanobacter	0.9862418713418162
048885f629d4e04b83d67b4c97ab3880	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae	0.9250507859388722
048a795a4aec9680231882731d093c5d	D_0__Bacteria	0.9998490134968434
0491937bcc1f0e64203048b3a383bacd	D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria	0.7869567279519997
049fd42ecc012118d91837a32e21c787	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__KI89A clade;D_4__uncultured organism;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.8033361387925679
04a75f1199d1bc6b58d19dd8aeb24520	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Enhydrobacter	0.999626950069233
04b3d49d420a647131e9f130592dd0d5	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.9982133132597332
04bb131062efd87042484911d42e8804	Unassigned	0.7171070462926737
04c0c66a5c8a811813c72ce8e8218a5d	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Syntrophobacterales;D_4__Syntrophaceae	0.91395520607682
04c326d6666b3b2d55572049c0b9e8ac	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9584735051139177
04c5957714575d00e8132521448fa7e8	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae	0.8500125621271888
04dbc4b09ab6e76e42ad87387365eb56	D_0__Bacteria	0.999725379943145
04e8ddef228c33604a1f2d2a88968381	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1	0.9991818422309883
04ebc4c12bd4a662451f560ece14fd04	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__uncultured;D_5__uncultured Verrucomicrobia bacterium;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9771631068817538
04f37f5453a027eda81787db0c416659	D_0__Bacteria	0.9999396481768263
04fa6f631e4be7a031c89953987426ee	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae	0.9986678992481621
050fb7e239553873da4d1e6e4dde7fee	D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Ignavibacteriales	0.954542598794448
051e129d8c32d9a68185c8515f859e05	D_0__Bacteria	0.999421465080023
053ce39472a9d6549d722efebf1dd0fd	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria	0.8620116889964813
0551f45a9b4d25795e004e6c1e059a81	Unassigned	0.30775397029679175
0555280973030494eb39c9a1fa37b6d0	D_0__Bacteria	0.9995297929575621
